episode,side,start_s,end_s,air_s,peak_mm,supported_fraction,next_ground_s
19,right,3.76,3.84,0.08,3.8477992281346,1.0,1.16
19,right,5.0,5.1000000000000005,0.1,1.6250771432237,1.0,0.18
19,right,5.28,5.34,0.06,1.0985984270528,1.0,1.22
19,right,6.5600000000000005,6.640000000000001,0.08,1.1360188454702,1.0,0.12
19,right,6.76,6.8,0.04,0.5887224572567,1.0,0.16
19,right,6.96,6.98,0.02,0.006247188510650689,1.0,1.2
19,right,8.18,8.3,0.12,2.8533817080542,1.0,0.14
19,right,8.44,8.5,0.06,1.8230963168921999,1.0,1.4000000000000001
19,right,9.9,10.02,0.12,1.979030826508,1.0,0.18
19,right,10.2,10.22,0.02,0.037724711637794096,1.0,1.16
19,right,11.38,11.54,0.16,3.633339938619,1.0,0.2
19,right,11.74,11.76,0.02,-0.1320588601045,1.0,0.02
19,right,11.78,11.82,0.04,0.554736960564,1.0,0.02
19,right,11.84,11.86,0.02,0.08560827880743811,1.0,0.16
